datasetKey,basisOfRecord,occurrenceStatus,species,decimalLongitude,decimalLatitude,stateProvince,year,month,day,issues,references,license,geodeticDatum,gbifID,catalogNumber,elevation,elevationAccuracy,continent,preparations,county,locality,type
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-86.162666,12.148581,Managua,2018,10,12,cdround,https://www.inaturalist.org/observations/48502572,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,2802577781,48502572,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-99.123933,24.074336,Tamaulipas,2017,3,31,cdround,https://www.inaturalist.org/observations/5572727,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1457610568,5572727,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,87.9819,22.317,NA,2017,5,17,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249872919,NA,NA,NA,NA,NA,NA,NA,NA
393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,87.980003,22.32,NA,2017,5,17,gass84,https://www.ebi.ac.uk/ena/browser/view/MF964942,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3346760422,NA,12,0,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.210443,33.999208,California,2017,7,21,cdround,https://www.inaturalist.org/observations/7149358,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1584409860,7149358,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.325705,33.801533,California,2017,7,21,cdround,https://www.inaturalist.org/observations/7149359,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1584409894,7149359,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-117.774949,33.820989,California,2017,7,18,cdround,https://www.inaturalist.org/observations/7111901,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1640041704,7111901,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-102.307965,21.883703,Aguascalientes,2017,8,8,cdround,https://www.inaturalist.org/observations/7410334,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1586150859,7410334,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.266351,33.978635,California,2017,8,21,cdround,https://www.inaturalist.org/observations/7595754,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1640048103,7595754,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-82.577508,28.897324,Florida,2017,8,28,cdround,https://www.inaturalist.org/observations/56820744,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3044632641,56820744,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-82.575387,28.896133,Florida,2017,8,24,cdround,https://www.inaturalist.org/observations/55468326,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3044783652,55468326,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-117.950099,33.933193,California,2017,9,11,cdround,https://www.inaturalist.org/observations/7887620,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,1640123171,7887620,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-117.950613,33.933658,California,2017,9,17,cdround,https://www.inaturalist.org/observations/7986055,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,1668829509,7986055,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.385965,33.871001,California,2017,9,25,cdround,https://www.inaturalist.org/observations/8092623,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1677276931,8092623,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-117.950637,33.933675,California,2017,10,11,cdround,https://www.inaturalist.org/observations/8381475,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,1677293398,8381475,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.114524,34.129045,California,2017,10,14,cdround,https://www.inaturalist.org/observations/8403674,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1677300119,8403674,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.212902,33.970259,California,2017,10,22,cdround,https://www.inaturalist.org/observations/8511856,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1677335393,8511856,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-82.575865,28.895424,Florida,2017,10,5,cdround,https://www.inaturalist.org/observations/58553239,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3044575670,58553239,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.072942,34.185595,California,2017,11,12,cdround,https://www.inaturalist.org/observations/8811366,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1945476352,8811366,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.353277,33.915301,California,2017,12,24,cdround,https://www.inaturalist.org/observations/9252016,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1802726717,9252016,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-70.005733,18.525751,Santo Domingo,2017,12,15,cdround,https://www.inaturalist.org/observations/9178416,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1945476578,9178416,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-89.424616,20.325302,Yucatán,2017,12,22,cdround,https://www.inaturalist.org/observations/26363827,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,2252043982,26363827,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,39.1297,-4.55967,NA,2016,2,9,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979484708,icipe D_citri_1_Ke_Lunga Lunga,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,39.130001,-4.56,NA,2016,2,9,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229896,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349374984,icipe D_citri_2_Ke_Lunga Lunga,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.157788,34.200289,California,2016,4,18,cdround,https://www.inaturalist.org/observations/2968727,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1291072385,2968727,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.157766,34.200323,California,2016,4,18,cdround,https://www.inaturalist.org/observations/2968730,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1291072386,2968730,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.287933,34.016636,California,2016,4,19,cdround,https://www.inaturalist.org/observations/2986158,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1291072625,2986158,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.267762,34.080975,California,2016,4,15,cdround,https://www.inaturalist.org/observations/2945843,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2013024825,2945843,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.6464,-6.82533,NA,2016,5,20,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979486605,icipe D_citri_8_Tz_Mafiga,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.6675,-6.84044,NA,2016,5,20,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979489649,icipe D_citri_21_Tz_Magereza,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,39.2361,-6.04153,NA,2016,5,22,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979493596,icipe D_citri_7_Zanzibar_Selem,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,39.1297,-6.63653,NA,2016,5,21,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979498613,icipe D_citri_3_Tz_Viranda,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.6769,-6.85497,NA,2016,5,20,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979503658,icipe D_citri_12_Tz-Kireka,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,38.7372,-6.71597,NA,2016,5,21,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979646610,icipe D_citri_26_Tz_Mlandizi,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,39.0783,-7.61319,NA,2016,5,23,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979654665,icipe D_citri_2a_Tz_Bungu,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,39.5408,-4.46164,NA,2016,5,18,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979665643,icipe D_citri_23_Ke_Bomani,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,39.240002,-6.04,NA,2016,5,22,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229927,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349214194,icipe D_citri_7_Zanzibar_Selem,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.650002,-6.83,NA,2016,5,20,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229912,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349286496,icipe D_citri_4_Tz_Mafiga,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,39.080002,-7.61,NA,2016,5,23,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229897,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349302839,icipe D_citri_2a_Tz_Bungu,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,39.130001,-6.64,NA,2016,5,21,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229925,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349340379,icipe D_citri_3_Tz_Viranda,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.669998,-6.84,NA,2016,5,20,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229915,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349356896,icipe D_citri_21_Tz_Magereza,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,39.540001,-4.46,NA,2016,5,18,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229894,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349374094,icipe D_citri_23_Ke_Bomani,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.68,-6.85,NA,2016,5,20,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229904,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349374985,icipe D_citri_12_Tz-Kireka,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,38.740002,-6.72,NA,2016,5,21,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229898,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351632287,icipe D_citri_26_Tz_Mlandizi,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.8881,-6.74692,NA,2016,7,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979497644,icipe D_citri_2_Tz_Fuluwe,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.889999,-6.75,NA,2016,7,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229901,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349299959,icipe D_citri_3_Tz_Fuluwe,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.6769,-6.85489,NA,2016,8,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979490625,icipe D_citri_1_Tz_Kireka,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.8311,-7.03772,NA,2016,8,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979493597,icipe D_citri_1_Tz_Matombo,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.6594,-6.77978,NA,2016,8,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979501649,icipe D_citri_5_Tz_Kionda,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.6625,-6.84406,NA,2016,8,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979663662,icipe D_citri_1_Tz_Kididimo,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.830002,-7.04,NA,2016,8,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229916,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349249061,icipe D_citri_1_Tz_Matombo,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.66,-6.84,NA,2016,8,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229905,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349302840,icipe D_citri_1_Tz_Kididimo,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.66,-6.78,NA,2016,8,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229910,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349327106,icipe D_citri_5_Tz_Kionda,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.5611,-6.98617,NA,2016,9,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979491685,icipe D_citri_1_Tz_Mvomero,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.5717,-6.91286,NA,2016,9,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979512682,icipe D_citri_1_Tz_Musumbe,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,37.5706,-7.00269,NA,2016,9,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979676595,icipe D_citri_1_Tz-Mlali,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.57,-6.91,NA,2016,9,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229919,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349411858,icipe D_citri_1_Tz_Musumbe,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.57,-7,NA,2016,9,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229917,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349462175,icipe D_citri_1_Tz-Mlali,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,37.560001,-6.99,NA,2016,9,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229922,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351746504,icipe D_citri_2_Tz_Mvomero,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.232095,34.067592,California,2016,11,4,cdround,https://www.inaturalist.org/observations/4503133,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1453198255,4503133,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,38.8581,-5.15344,NA,2016,11,3,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2979639625,icipe D_citri_1_Tz_Tanga,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,38.860001,-5.15,NA,2016,11,3,gass84,https://www.ebi.ac.uk/ena/browser/view/MT229924,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3349385097,icipe D_citri_1_Tz_Tanga,NA,NA,NA,NA,NA,NA,NA
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,-118.232097,34.067645,California,2016,12,21,cdround,https://www.inaturalist.org/observations/4828901,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,1805367690,4828901,NA,NA,NA,NA,NA,NA,NA
bb71d4cb-6cc3-4730-a170-82912cc84475,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,-87.57361,30.29417,Alabama,2014,8,5,"gass84,ambinst",NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,2429172594,27084,NA,NA,NORTH_AMERICA,Pinned - 1,Baldwin County,Orange Beach,PhysicalObject
50c9509d-22c7-4a22-a47d-8c48425ef4a7,HUMAN_OBSERVATION,PRESENT,Diaphorina citri,23.513327,37.929079,Attica,2014,9,10,cdround,https://www.inaturalist.org/observations/14981166,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,2397446645,14981166,NA,NA,NA,NA,NA,NA,NA
bb71d4cb-6cc3-4730-a170-82912cc84475,PRESERVED_SPECIMEN,PRESENT,Diaphorina citri,-87.52739,30.3038,Alabama,2014,10,22,"gass84,ambinst",NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,2429172689,27093,NA,NA,NORTH_AMERICA,Pinned - 1,Baldwin County,Orange Beach,PhysicalObject
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,-108.48,25.79,NA,2012,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873218,NA,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,-108.480003,25.790001,NA,2012,1,1,gass84,https://www.ebi.ac.uk/ena/browser/view/MH001383,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351410176,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,72.6333,32.1,Punjab,2011,4,20,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,1415760216,HOP-00144,194,0,NA,NA,NA,"Sargodha, Risala No. 5",NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,73.0167,32.15,Punjab,2011,4,19,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,1415760251,HOP-00147,194,0,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,72.8,32.2,Punjab,2011,4,18,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,1415760270,HOP-00142,192,0,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,72.48,30.96,NA,2010,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873066,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,72.9,32.27,NA,2010,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873285,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,-98.16,26.3,NA,2010,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873333,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,114.25,22.37,NA,2010,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873903,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,99.97,8.39,NA,2010,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249874342,NA,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,99.970001,8.39,NA,2010,1,1,gass84,https://www.ebi.ac.uk/ena/browser/view/MH001380,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351386013,NA,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,-98.160004,26.299999,NA,2010,1,1,gass84,https://www.ebi.ac.uk/ena/browser/view/MH001382,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351427911,NA,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,114.25,22.370001,NA,2010,1,1,gass84,https://www.ebi.ac.uk/ena/browser/view/MH001384,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351464146,NA,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,72.480003,30.959999,NA,2010,1,1,gass84,https://www.ebi.ac.uk/ena/browser/view/MH001378,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351498977,NA,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,72.900002,32.27,NA,2010,1,1,gass84,https://www.ebi.ac.uk/ena/browser/view/MH001376,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351554931,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,73.1,30.66,NA,2009,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873099,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,-118.47,34.05,NA,2009,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873372,NA,NA,NA,NA,NA,NA,NA,NA
040c5662-da76-4782-a48e-cdea1892d14c,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,72.8,31.82,NA,2009,1,1,gass84,NA,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,2249873651,NA,NA,NA,NA,NA,NA,NA,NA
d8cd16ba-bb74-4420-821e-083f2bac17c2,MATERIAL_SAMPLE,PRESENT,Diaphorina citri,-118.470001,34.049999,NA,2009,1,1,gass84,https://www.ebi.ac.uk/ena/browser/view/MH001381,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,3351411132,NA,NA,NA,NA,NA,NA,NA,NA
